Time (s),P2 - LOX Tank Pressure,P3 - Fuel Tank Pressure,P1 - Chamber Pressure,Not Used,P4 - Veh High Pressure Tank,Not Use,P5 - Dome Pressure,P7 - Gnd High Pressure,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,,,,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
35.117,239.23,-1.37,-0.73,-4.26,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.217,239.23,-1.37,-0.73,-4.26,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.317,239.23,-1.37,-0.73,-4.26,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.417,239.66,-1.33,-0.78,-4.17,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.517,239.66,-1.33,-0.78,-4.17,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.617,239.66,-1.33,-0.78,-4.17,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.717,239.66,-1.33,-0.78,-4.17,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.817,239.66,-1.33,-0.78,-4.17,-4.35,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.917,239.43,-1.33,-0.78,-4.17,-4.12,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.017,239.43,-1.33,-0.78,-4.17,-4.12,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.117,239.43,-1.33,-0.78,-4.17,-4.12,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.217,239.43,-1.33,-0.78,-4.17,-4.12,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.317,239.43,-1.33,-0.78,-4.17,-4.12,-1.42,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.417,239.43,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.517,239.43,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.617,239.43,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.717,239.43,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.817,239.43,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-9.16,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.01 °C,354.74 °C,355.01 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.917,239.02,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.017,239.02,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.117,239.02,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.217,239.02,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.317,239.02,-1.33,-0.78,-4.26,-3.66,-1.37,-1.42,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,354.74 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.417,239.02,-1.33,-0.78,-4.26,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.517,239.02,-1.33,-0.78,-4.26,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.617,239.02,-1.33,-0.78,-4.26,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.717,239.02,-1.33,-0.78,-4.26,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.817,239.02,-1.33,-0.78,-4.26,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.917,239.32,-1.33,-0.78,-4.17,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.017,239.32,-1.33,-0.78,-4.17,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.117,239.32,-1.33,-0.78,-4.17,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.217,239.32,-1.33,-0.78,-4.17,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.317,239.32,-1.33,-0.78,-4.17,-3.66,-1.33,-1.37,-8.81,-1.33,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.417,239.48,-1.33,-0.78,-4.17,-3.89,-1.37,-1.33,-8.58,-1.37,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.517,239.48,-1.33,-0.78,-4.17,-3.89,-1.37,-1.33,-8.58,-1.37,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.617,239.48,-1.33,-0.78,-4.17,-3.89,-1.37,-1.33,-8.58,-1.37,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.717,239.48,-1.33,-0.78,-4.17,-3.89,-1.37,-1.33,-8.58,-1.37,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.817,239.48,-1.33,-0.78,-4.17,-3.89,-1.37,-1.33,-8.58,-1.37,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.917,239.48,-1.33,-0.82,-4.17,-4.12,-1.37,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.017,239.48,-1.33,-0.82,-4.17,-4.12,-1.37,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.117,239.48,-1.33,-0.82,-4.17,-4.12,-1.37,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.217,239.48,-1.33,-0.82,-4.17,-4.12,-1.37,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.318,239.48,-1.33,-0.82,-4.17,-4.12,-1.37,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.418,239.52,-1.28,-0.82,-4.17,-4.12,-1.42,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.518,239.52,-1.28,-0.82,-4.17,-4.12,-1.42,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.618,239.52,-1.28,-0.82,-4.17,-4.12,-1.42,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.718,239.52,-1.28,-0.82,-4.17,-4.12,-1.42,-1.33,-8.58,-1.37,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,-10.00,-83333.00,-83333.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,354.74 °C,355.01 °C,21.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
