Time (s),P2 - LOX Tank Pressure,P3 - Fuel Tank Pressure,P1 - Chamber Pressure,Not Used,P5- DOME Reg.,Not Use,Load Cell,P7 - Gnd High Pressure,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,LOX MV PT,FUEL MV PT,Load Cell 1,Load Cell 2,Load Cell 3,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,High Press PT,,,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
121.306,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.98,-15.61,-17.83,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
122.306,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.13,-15.61,-17.83,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
123.306,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.13,-15.45,-17.83,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
124.307,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.13,-15.45,-14.92,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
125.307,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-15.45,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
126.307,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-15.61,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
127.307,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-16.14,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
128.308,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-16.30,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
129.308,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-16.60,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
130.308,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.45,-16.60,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
131.308,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.45,-16.99,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
132.308,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-16.99,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
133.308,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-17.14,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
134.308,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-17.29,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
135.309,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.29,-15.45,-17.29,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
136.309,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.29,-15.45,-17.29,-0.00,-126.20,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
137.309,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-15.61,-15.76,-17.98,-0.00,-126.20,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
138.309,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-15.91,-15.76,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
139.309,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-16.14,-15.76,-17.83,-0.00,-126.12,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
140.309,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-16.60,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
141.309,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-16.76,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
142.310,-124.90,-124.91,-63.83,0.00,-1.37,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-16.76,-15.61,-17.60,-0.00,-126.12,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
143.310,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.14,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
144.310,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.14,-15.61,-17.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
145.310,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.29,-15.61,-17.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
146.310,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.29,-15.45,-17.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
147.310,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.45,-15.61,-17.83,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
148.311,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.45,-15.45,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
149.312,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.60,-15.45,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
150.312,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
151.312,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.13,-15.61,-18.13,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
152.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.61,-18.13,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
153.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-18.13,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
154.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.61,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
155.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
156.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
157.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
158.313,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
